AX,AY,AZ,_id,datetime,label
0.04468,1.00049,-0.12354,61c3ab1f88a2c0481b614e2c,2021/12/22 22:47:31:391,waschen
0.04224,0.99561,-0.12646,61c3ab1f88a2c0481b614e2d,2021/12/22 22:47:31:877,waschen
0.04004,0.99561,-0.11499,61c3ab1f88a2c0481b614e2e,2021/12/22 22:47:32:362,waschen
0.03955,0.99658,-0.12891,61c3ab2088a2c0481b614e2f,2021/12/22 22:47:32:848,waschen
0.04614,0.99902,-0.11035,61c3ab2088a2c0481b614e30,2021/12/22 22:47:33:333,waschen
0.04761,0.99707,-0.11206,61c3ab2188a2c0481b614e31,2021/12/22 22:47:33:820,waschen
0.04199,1.00049,-0.11206,61c3ab2288a2c0481b614e32,2021/12/22 22:47:34:306,waschen
0.03735,0.99854,-0.12061,61c3ab2288a2c0481b614e33,2021/12/22 22:47:34:790,waschen
0.04272,0.99023,-0.12793,61c3ab2288a2c0481b614e34,2021/12/22 22:47:35:276,waschen
0.03955,0.99756,-0.12646,61c3ab2388a2c0481b614e35,2021/12/22 22:47:35:762,waschen
0.03516,0.99365,-0.11865,61c3ab2388a2c0481b614e36,2021/12/22 22:47:36:248,waschen
0.03833,1.00439,-0.12085,61c3ab2488a2c0481b614e37,2021/12/22 22:47:36:733,waschen
0.03687,1.00342,-0.11987,61c3ab2488a2c0481b614e38,2021/12/22 22:47:37:220,waschen
0.03809,0.99609,-0.12720,61c3ab2588a2c0481b614e39,2021/12/22 22:47:37:705,waschen
0.04663,1.00293,-0.12305,61c3ab2588a2c0481b614e3a,2021/12/22 22:47:38:190,waschen
0.03979,1.00269,-0.11621,61c3ab2688a2c0481b614e3b,2021/12/22 22:47:38:676,waschen
0.04053,1.00098,-0.11914,61c3ab2688a2c0481b614e3c,2021/12/22 22:47:39:161,waschen
0.03687,1.00439,-0.11206,61c3ab2788a2c0481b614e3d,2021/12/22 22:47:39:647,waschen
0.03418,0.99927,-0.11035,61c3ab2888a2c0481b614e3e,2021/12/22 22:47:40:133,waschen
0.03418,0.99561,-0.12134,61c3ab2888a2c0481b614e3f,2021/12/22 22:47:40:618,waschen
0.04297,0.99243,-0.12280,61c3ab2888a2c0481b614e40,2021/12/22 22:47:41:105,waschen
0.03564,0.99976,-0.12573,61c3ab2988a2c0481b614e41,2021/12/22 22:47:41:590,waschen
0.03711,0.99487,-0.11646,61c3ab2a88a2c0481b614e42,2021/12/22 22:47:42:75,waschen
0.03906,0.99634,-0.11743,61c3ab2a88a2c0481b614e43,2021/12/22 22:47:42:562,waschen
0.04053,1.00073,-0.12061,61c3ab2b88a2c0481b614e44,2021/12/22 22:47:43:47,waschen
0.04102,0.99731,-0.12231,61c3ab2b88a2c0481b614e45,2021/12/22 22:47:43:533,waschen
0.03906,1.00488,-0.12573,61c3ab2b88a2c0481b614e46,2021/12/22 22:47:44:20,waschen
0.04443,0.99854,-0.11182,61c3ab2c88a2c0481b614e47,2021/12/22 22:47:44:505,waschen
0.04810,1.00073,-0.10962,61c3ab2d88a2c0481b614e48,2021/12/22 22:47:44:990,waschen
0.04297,0.99927,-0.12280,61c3ab2d88a2c0481b614e49,2021/12/22 22:47:45:476,waschen
0.04810,0.99561,-0.11621,61c3ab2d88a2c0481b614e4a,2021/12/22 22:47:45:961,waschen
0.04150,1.00439,-0.12598,61c3ab2e88a2c0481b614e4b,2021/12/22 22:47:46:446,waschen
0.04395,0.99365,-0.10938,61c3ab2e88a2c0481b614e4c,2021/12/22 22:47:46:932,waschen
0.04492,0.99634,-0.11255,61c3ab2f88a2c0481b614e4d,2021/12/22 22:47:47:418,waschen
0.03540,1.00220,-0.12720,61c3ab3088a2c0481b614e4e,2021/12/22 22:47:47:903,waschen
0.03711,1.00024,-0.12402,61c3ab3088a2c0481b614e4f,2021/12/22 22:47:48:390,waschen
0.04248,0.99609,-0.11719,61c3ab3088a2c0481b614e50,2021/12/22 22:47:48:875,waschen
0.03564,0.99512,-0.12085,61c3ab3188a2c0481b614e51,2021/12/22 22:47:49:360,waschen
0.03931,0.99780,-0.11670,61c3ab3188a2c0481b614e52,2021/12/22 22:47:49:846,waschen
0.04541,0.99756,-0.11572,61c3ab3288a2c0481b614e53,2021/12/22 22:47:50:332,waschen
0.04053,0.99951,-0.12598,61c3ab3388a2c0481b614e54,2021/12/22 22:47:50:817,waschen
0.04370,0.99683,-0.12207,61c3ab3388a2c0481b614e55,2021/12/22 22:47:51:303,waschen
0.03857,0.98901,-0.12378,61c3ab3388a2c0481b614e56,2021/12/22 22:47:51:788,waschen
0.04639,0.99731,-0.11865,61c3ab3488a2c0481b614e57,2021/12/22 22:47:52:275,waschen
0.04248,0.99707,-0.11353,61c3ab3588a2c0481b614e58,2021/12/22 22:47:52:760,waschen
0.03687,0.99512,-0.11011,61c3ab3588a2c0481b614e59,2021/12/22 22:47:53:245,waschen
0.03955,0.99707,-0.10986,61c3ab3588a2c0481b614e5a,2021/12/22 22:47:53:731,waschen
0.03809,0.99731,-0.11816,61c3ab3688a2c0481b614e5b,2021/12/22 22:47:54:216,waschen
0.04199,1.00000,-0.11694,61c3ab3788a2c0481b614e5c,2021/12/22 22:47:54:702,waschen
0.04004,0.99976,-0.11621,61c3ab3788a2c0481b614e5d,2021/12/22 22:47:55:188,waschen
0.04248,0.99927,-0.12231,61c3ab3888a2c0481b614e5e,2021/12/22 22:47:55:673,waschen
0.04102,0.99683,-0.11914,61c3ab3888a2c0481b614e5f,2021/12/22 22:47:56:158,waschen
0.04102,1.00244,-0.12109,61c3ab3888a2c0481b614e60,2021/12/22 22:47:56:645,waschen
0.03833,0.99585,-0.12183,61c3ab3988a2c0481b614e61,2021/12/22 22:47:57:130,waschen
0.03955,0.99927,-0.13159,61c3ab3a88a2c0481b614e62,2021/12/22 22:47:57:615,waschen
0.03613,0.99634,-0.12842,61c3ab3a88a2c0481b614e63,2021/12/22 22:47:58:101,waschen
0.03467,0.99414,-0.11987,61c3ab3a88a2c0481b614e64,2021/12/22 22:47:58:587,waschen
0.03809,0.99658,-0.12402,61c3ab3b88a2c0481b614e65,2021/12/22 22:47:59:71,waschen
0.04492,0.99268,-0.10718,61c3ab3b88a2c0481b614e66,2021/12/22 22:47:59:557,waschen
0.02930,0.99731,-0.11572,61c3ab3c88a2c0481b614e67,2021/12/22 22:48:0:42,waschen
0.03711,1.00049,-0.12720,61c3ab3c88a2c0481b614e68,2021/12/22 22:48:0:528,waschen
0.03687,0.99658,-0.12378,61c3ab3d88a2c0481b614e69,2021/12/22 22:48:1:15,waschen
0.03271,0.99829,-0.11426,61c3ab3e88a2c0481b614e6a,2021/12/22 22:48:1:500,waschen
0.03540,1.00220,-0.12402,61c3ab3e88a2c0481b614e6b,2021/12/22 22:48:1:985,waschen
0.03320,0.99585,-0.10449,61c3ab3e88a2c0481b614e6c,2021/12/22 22:48:2:471,waschen
0.04077,0.99902,-0.10425,61c3ab3f88a2c0481b614e6d,2021/12/22 22:48:2:956,waschen
0.04224,0.99316,-0.11108,61c3ab3f88a2c0481b614e6e,2021/12/22 22:48:3:442,waschen
0.04028,1.00293,-0.11792,61c3ab4088a2c0481b614e6f,2021/12/22 22:48:3:927,waschen
0.02466,0.99390,-0.10864,61c3ab4088a2c0481b614e70,2021/12/22 22:48:4:413,waschen
0.03052,0.99414,-0.12476,61c3ab4188a2c0481b614e71,2021/12/22 22:48:4:898,waschen
0.03662,0.99829,-0.12573,61c3ab4188a2c0481b614e72,2021/12/22 22:48:5:385,waschen
0.03516,1.00171,-0.10498,61c3ab4288a2c0481b614e73,2021/12/22 22:48:5:870,waschen
0.04004,1.00171,-0.12866,61c3ab4388a2c0481b614e74,2021/12/22 22:48:6:355,waschen
0.03491,1.00000,-0.12451,61c3ab4388a2c0481b614e75,2021/12/22 22:48:6:840,waschen
0.04175,1.00024,-0.11255,61c3ab4488a2c0481b614e76,2021/12/22 22:48:7:325,waschen
0.03540,0.99829,-0.12085,61c3ab4488a2c0481b614e77,2021/12/22 22:48:7:810,waschen
0.03857,0.99390,-0.10962,61c3ab4488a2c0481b614e78,2021/12/22 22:48:8:296,waschen
0.03857,0.99585,-0.11816,61c3ab4588a2c0481b614e79,2021/12/22 22:48:8:780,waschen
0.03833,0.99854,-0.11987,61c3ab4588a2c0481b614e7a,2021/12/22 22:48:9:266,waschen
0.04736,0.99951,-0.11963,61c3ab4688a2c0481b614e7b,2021/12/22 22:48:9:751,waschen
0.04468,0.99683,-0.11523,61c3ab4688a2c0481b614e7c,2021/12/22 22:48:10:237,waschen
0.03540,1.00049,-0.11670,61c3ab4788a2c0481b614e7d,2021/12/22 22:48:10:723,waschen
0.03906,0.99951,-0.12695,61c3ab4788a2c0481b614e7e,2021/12/22 22:48:11:208,waschen
0.03955,0.99805,-0.11938,61c3ab4888a2c0481b614e7f,2021/12/22 22:48:11:693,waschen
0.03613,0.99902,-0.12231,61c3ab4988a2c0481b614e80,2021/12/22 22:48:12:178,waschen
0.03491,0.99316,-0.11890,61c3ab4988a2c0481b614e81,2021/12/22 22:48:12:665,waschen
0.04395,0.99512,-0.12061,61c3ab4988a2c0481b614e82,2021/12/22 22:48:13:150,waschen
0.04492,0.99927,-0.12524,61c3ab4a88a2c0481b614e83,2021/12/22 22:48:13:635,waschen
0.03931,0.99854,-0.11646,61c3ab4a88a2c0481b614e84,2021/12/22 22:48:14:120,waschen
0.04468,1.00098,-0.12061,61c3ab4b88a2c0481b614e85,2021/12/22 22:48:14:607,waschen
0.03784,0.99780,-0.12402,61c3ab4b88a2c0481b614e86,2021/12/22 22:48:15:91,waschen
0.04272,0.99170,-0.12793,61c3ab4c88a2c0481b614e87,2021/12/22 22:48:15:577,waschen
0.03662,0.99878,-0.12109,61c3ab4d88a2c0481b614e88,2021/12/22 22:48:16:62,waschen
0.04199,1.00049,-0.11816,61c3ab4d88a2c0481b614e89,2021/12/22 22:48:16:547,waschen
0.03906,1.00317,-0.11572,61c3ab4d88a2c0481b614e8a,2021/12/22 22:48:17:32,waschen
0.04004,0.99585,-0.12183,61c3ab4e88a2c0481b614e8b,2021/12/22 22:48:17:518,waschen
0.03784,0.99438,-0.11694,61c3ab4f88a2c0481b614e8c,2021/12/22 22:48:18:5,waschen
0.04102,0.99097,-0.11255,61c3ab4f88a2c0481b614e8d,2021/12/22 22:48:18:490,waschen
0.04956,0.99854,-0.12378,61c3ab4f88a2c0481b614e8e,2021/12/22 22:48:18:975,waschen
0.04395,0.99780,-0.11792,61c3ab5088a2c0481b614e8f,2021/12/22 22:48:19:460,waschen
0.04834,1.00293,-0.10938,61c3ab5088a2c0481b614e90,2021/12/22 22:48:19:945,waschen
0.04419,0.99927,-0.11084,61c3ab5188a2c0481b614e91,2021/12/22 22:48:20:430,waschen
0.04517,1.00146,-0.12231,61c3ab5288a2c0481b614e92,2021/12/22 22:48:20:915,waschen
0.03979,1.00195,-0.11816,61c3ab5288a2c0481b614e93,2021/12/22 22:48:21:401,waschen
0.04028,1.00024,-0.12598,61c3ab5388a2c0481b614e94,2021/12/22 22:48:21:886,waschen
0.03101,0.99780,-0.12183,61c3ab5388a2c0481b614e95,2021/12/22 22:48:22:371,waschen
0.04370,0.99829,-0.11938,61c3ab5388a2c0481b614e96,2021/12/22 22:48:22:857,waschen
0.03418,0.99463,-0.10913,61c3ab5488a2c0481b614e97,2021/12/22 22:48:23:342,waschen
0.03906,0.99487,-0.11450,61c3ab5488a2c0481b614e98,2021/12/22 22:48:23:828,waschen
0.04004,1.00000,-0.12988,61c3ab5588a2c0481b614e99,2021/12/22 22:48:24:312,waschen
0.04321,1.00244,-0.11670,61c3ab5688a2c0481b614e9a,2021/12/22 22:48:24:797,waschen
0.03613,1.00000,-0.11890,61c3ab5688a2c0481b614e9b,2021/12/22 22:48:25:283,waschen
0.03223,0.99585,-0.12524,61c3ab5688a2c0481b614e9c,2021/12/22 22:48:25:768,waschen
0.04272,0.99707,-0.12402,61c3ab5788a2c0481b614e9d,2021/12/22 22:48:26:253,waschen
0.03857,0.99292,-0.13013,61c3ab5788a2c0481b614e9e,2021/12/22 22:48:26:738,waschen
0.04297,0.99341,-0.12134,61c3ab5888a2c0481b614e9f,2021/12/22 22:48:27:225,waschen
0.04321,0.99805,-0.12817,61c3ab5888a2c0481b614ea0,2021/12/22 22:48:27:710,waschen
0.05005,0.98975,-0.11768,61c3ab5988a2c0481b614ea1,2021/12/22 22:48:28:195,waschen
0.04102,0.99878,-0.12354,61c3ab5988a2c0481b614ea2,2021/12/22 22:48:28:680,waschen
0.04248,0.99609,-0.11890,61c3ab5a88a2c0481b614ea3,2021/12/22 22:48:29:166,waschen
0.04565,0.99731,-0.12817,61c3ab5b88a2c0481b614ea4,2021/12/22 22:48:29:651,waschen
0.04248,0.99927,-0.11133,61c3ab5b88a2c0481b614ea5,2021/12/22 22:48:30:138,waschen
0.04199,1.00757,-0.12866,61c3ab5c88a2c0481b614ea6,2021/12/22 22:48:30:622,waschen
0.04126,0.99609,-0.12012,61c3ab5c88a2c0481b614ea7,2021/12/22 22:48:31:108,waschen
0.04761,0.99756,-0.12378,61c3ab5c88a2c0481b614ea8,2021/12/22 22:48:31:593,waschen
0.04077,0.99829,-0.12012,61c3ab5d88a2c0481b614ea9,2021/12/22 22:48:32:79,waschen
0.04712,1.00146,-0.11182,61c3ab5d88a2c0481b614eaa,2021/12/22 22:48:32:565,waschen
0.03638,0.99658,-0.11133,61c3ab5e88a2c0481b614eab,2021/12/22 22:48:33:50,waschen
0.04590,1.00073,-0.11401,61c3ab5f88a2c0481b614eac,2021/12/22 22:48:33:535,waschen
0.03662,0.99634,-0.11279,61c3ab5f88a2c0481b614ead,2021/12/22 22:48:34:20,waschen
0.04272,0.99976,-0.12036,61c3ab5f88a2c0481b614eae,2021/12/22 22:48:34:506,waschen
0.04028,0.99805,-0.11841,61c3ab6088a2c0481b614eaf,2021/12/22 22:48:34:991,waschen
0.03931,0.99902,-0.12866,61c3ab6188a2c0481b614eb0,2021/12/22 22:48:35:477,waschen
0.04419,0.99878,-0.12207,61c3ab6188a2c0481b614eb1,2021/12/22 22:48:35:963,waschen
0.04321,0.99243,-0.11890,61c3ab6288a2c0481b614eb2,2021/12/22 22:48:36:448,waschen
0.04517,1.00244,-0.12036,61c3ab6288a2c0481b614eb3,2021/12/22 22:48:36:935,waschen
0.04126,0.99512,-0.11914,61c3ab6288a2c0481b614eb4,2021/12/22 22:48:37:420,waschen
0.04102,0.99756,-0.12012,61c3ab6388a2c0481b614eb5,2021/12/22 22:48:37:906,waschen
0.03223,0.99902,-0.11938,61c3ab6488a2c0481b614eb6,2021/12/22 22:48:38:391,waschen
0.04468,0.99951,-0.11621,61c3ab6488a2c0481b614eb7,2021/12/22 22:48:38:876,waschen
0.04980,0.99438,-0.12231,61c3ab6488a2c0481b614eb8,2021/12/22 22:48:39:362,waschen
0.04028,0.99780,-0.11719,61c3ab6588a2c0481b614eb9,2021/12/22 22:48:39:848,waschen
0.04199,0.99756,-0.10376,61c3ab6588a2c0481b614eba,2021/12/22 22:48:40:333,waschen
0.04272,0.99829,-0.11890,61c3ab6688a2c0481b614ebb,2021/12/22 22:48:40:818,waschen
0.03760,0.99927,-0.11694,61c3ab6788a2c0481b614ebc,2021/12/22 22:48:41:305,waschen
0.05103,0.99829,-0.10425,61c3ab6788a2c0481b614ebd,2021/12/22 22:48:41:790,waschen
0.04565,0.99341,-0.10986,61c3ab6788a2c0481b614ebe,2021/12/22 22:48:42:276,waschen
0.02979,0.99048,-0.11914,61c3ab6888a2c0481b614ebf,2021/12/22 22:48:42:761,waschen
0.03589,0.99854,-0.11670,61c3ab6888a2c0481b614ec0,2021/12/22 22:48:43:247,waschen
0.03711,1.00000,-0.12646,61c3ab6988a2c0481b614ec1,2021/12/22 22:48:43:732,waschen
0.03931,1.00146,-0.12354,61c3ab6a88a2c0481b614ec2,2021/12/22 22:48:44:218,waschen
0.03784,1.00049,-0.11890,61c3ab6a88a2c0481b614ec3,2021/12/22 22:48:44:705,waschen
0.04028,0.99878,-0.13794,61c3ab6b88a2c0481b614ec4,2021/12/22 22:48:45:190,waschen
0.04028,1.00635,-0.12231,61c3ab6b88a2c0481b614ec5,2021/12/22 22:48:45:675,waschen
0.05078,0.99634,-0.11108,61c3ab6b88a2c0481b614ec6,2021/12/22 22:48:46:161,waschen
0.03809,0.99658,-0.11768,61c3ab6c88a2c0481b614ec7,2021/12/22 22:48:46:647,waschen
0.04126,1.00537,-0.11353,61c3ab6d88a2c0481b614ec8,2021/12/22 22:48:47:133,waschen
0.04565,0.99634,-0.11890,61c3ab6d88a2c0481b614ec9,2021/12/22 22:48:47:620,waschen
0.04077,1.00220,-0.12964,61c3ab6d88a2c0481b614eca,2021/12/22 22:48:48:105,waschen
0.04272,1.00513,-0.11914,61c3ab6e88a2c0481b614ecb,2021/12/22 22:48:48:590,waschen
0.04883,0.99756,-0.12573,61c3ab6e88a2c0481b614ecc,2021/12/22 22:48:49:75,waschen
0.04761,1.00098,-0.12036,61c3ab6f88a2c0481b614ecd,2021/12/22 22:48:49:562,waschen
0.04614,0.99121,-0.11646,61c3ab7088a2c0481b614ece,2021/12/22 22:48:50:47,waschen
0.05103,0.98926,-0.11621,61c3ab7088a2c0481b614ecf,2021/12/22 22:48:50:532,waschen
0.04468,0.99512,-0.11011,61c3ab7088a2c0481b614ed0,2021/12/22 22:48:51:18,waschen
0.04956,1.00049,-0.12256,61c3ab7188a2c0481b614ed1,2021/12/22 22:48:51:505,waschen
0.04492,0.99731,-0.13110,61c3ab7188a2c0481b614ed2,2021/12/22 22:48:51:990,waschen
0.04565,0.99976,-0.10547,61c3ab7288a2c0481b614ed3,2021/12/22 22:48:52:475,waschen
0.04565,1.00000,-0.12646,61c3ab7388a2c0481b614ed4,2021/12/22 22:48:52:960,waschen
0.04639,0.99316,-0.11938,61c3ab7388a2c0481b614ed5,2021/12/22 22:48:53:446,waschen
0.04590,1.00098,-0.11572,61c3ab7388a2c0481b614ed6,2021/12/22 22:48:53:931,waschen
0.03442,0.99731,-0.12158,61c3ab7488a2c0481b614ed7,2021/12/22 22:48:54:417,waschen
0.03589,0.99829,-0.11890,61c3ab7488a2c0481b614ed8,2021/12/22 22:48:54:902,waschen
0.03906,1.00439,-0.11523,61c3ab7588a2c0481b614ed9,2021/12/22 22:48:55:387,waschen
0.04614,0.99463,-0.12256,61c3ab7688a2c0481b614eda,2021/12/22 22:48:55:873,waschen
0.04614,0.99658,-0.13062,61c3ab7688a2c0481b614edb,2021/12/22 22:48:56:358,waschen
0.04199,0.99536,-0.11548,61c3ab7688a2c0481b614edc,2021/12/22 22:48:56:845,waschen
0.04150,0.99829,-0.12012,61c3ab7788a2c0481b614edd,2021/12/22 22:48:57:330,waschen
0.04004,0.99780,-0.12988,61c3ab7788a2c0481b614ede,2021/12/22 22:48:57:815,waschen
0.04443,1.00391,-0.12231,61c3ab7888a2c0481b614edf,2021/12/22 22:48:58:301,waschen
0.04199,0.99878,-0.12231,61c3ab7988a2c0481b614ee0,2021/12/22 22:48:58:786,waschen
0.03735,0.99976,-0.11157,61c3ab7988a2c0481b614ee1,2021/12/22 22:48:59:272,waschen
0.04614,0.99805,-0.12769,61c3ab7988a2c0481b614ee2,2021/12/22 22:48:59:758,waschen
0.04028,0.99854,-0.10889,61c3ab7a88a2c0481b614ee3,2021/12/22 22:49:0:243,waschen
0.04590,0.99316,-0.11792,61c3ab7a88a2c0481b614ee4,2021/12/22 22:49:0:730,waschen
0.04712,0.99561,-0.11890,61c3ab7b88a2c0481b614ee5,2021/12/22 22:49:1:215,waschen
0.03760,0.99683,-0.11816,61c3ab7c88a2c0481b614ee6,2021/12/22 22:49:1:700,waschen
0.03882,0.99707,-0.12134,61c3ab7c88a2c0481b614ee7,2021/12/22 22:49:2:185,waschen
0.03979,0.99316,-0.12207,61c3ab7d88a2c0481b614ee8,2021/12/22 22:49:2:670,waschen
0.04004,0.99731,-0.11816,61c3ab7d88a2c0481b614ee9,2021/12/22 22:49:3:156,waschen
0.03857,0.99683,-0.11816,61c3ab7d88a2c0481b614eea,2021/12/22 22:49:3:641,waschen
0.04517,0.99609,-0.11670,61c3ab7e88a2c0481b614eeb,2021/12/22 22:49:4:127,waschen
0.04248,1.00171,-0.12085,61c3ab7e88a2c0481b614eec,2021/12/22 22:49:4:612,waschen
0.04468,0.99756,-0.12012,61c3ab7f88a2c0481b614eed,2021/12/22 22:49:5:97,waschen
0.04517,1.00000,-0.11963,61c3ab8088a2c0481b614eee,2021/12/22 22:49:5:583,waschen
0.03857,0.99854,-0.11328,61c3ab8088a2c0481b614eef,2021/12/22 22:49:6:69,waschen
0.04175,0.99854,-0.12842,61c3ab8088a2c0481b614ef0,2021/12/22 22:49:6:553,waschen
0.03711,1.00195,-0.12012,61c3ab8188a2c0481b614ef1,2021/12/22 22:49:7:40,waschen
0.04395,0.99854,-0.12451,61c3ab8288a2c0481b614ef2,2021/12/22 22:49:7:525,waschen
0.04346,1.00000,-0.10767,61c3ab8288a2c0481b614ef3,2021/12/22 22:49:8:10,waschen
0.04028,0.99438,-0.11206,61c3ab8288a2c0481b614ef4,2021/12/22 22:49:8:495,waschen
0.04004,1.00415,-0.10889,61c3ab8388a2c0481b614ef5,2021/12/22 22:49:8:981,waschen
0.03979,0.99878,-0.12207,61c3ab8388a2c0481b614ef6,2021/12/22 22:49:9:467,waschen
0.04639,0.99854,-0.12256,61c3ab8488a2c0481b614ef7,2021/12/22 22:49:9:952,waschen
0.05005,0.99023,-0.11401,61c3ab8488a2c0481b614ef8,2021/12/22 22:49:10:438,waschen
0.04785,0.99731,-0.12036,61c3ab8588a2c0481b614ef9,2021/12/22 22:49:10:923,waschen
0.04272,0.99927,-0.11865,61c3ab8688a2c0481b614efa,2021/12/22 22:49:11:410,waschen
0.04224,0.99780,-0.12476,61c3ab8688a2c0481b614efb,2021/12/22 22:49:11:895,waschen
0.04370,0.99194,-0.11816,61c3ab8688a2c0481b614efc,2021/12/22 22:49:12:380,waschen
0.04932,1.00366,-0.10913,61c3ab8788a2c0481b614efd,2021/12/22 22:49:12:865,waschen
0.04004,0.99707,-0.10718,61c3ab8788a2c0481b614efe,2021/12/22 22:49:13:350,waschen
0.04126,1.00586,-0.12256,61c3ab8888a2c0481b614eff,2021/12/22 22:49:13:836,waschen
0.05176,1.00293,-0.13623,61c3ab8988a2c0481b614f00,2021/12/22 22:49:14:321,waschen
0.04395,0.99951,-0.13110,61c3ab8988a2c0481b614f01,2021/12/22 22:49:14:806,waschen
0.04980,0.99951,-0.13525,61c3ab8988a2c0481b614f02,2021/12/22 22:49:15:291,waschen
0.04297,0.99609,-0.12207,61c3ab8a88a2c0481b614f03,2021/12/22 22:49:15:777,waschen
0.04834,1.00146,-0.11841,61c3ab8b88a2c0481b614f04,2021/12/22 22:49:16:262,waschen
0.04321,0.99683,-0.12695,61c3ab8b88a2c0481b614f05,2021/12/22 22:49:16:748,waschen
0.03906,0.99561,-0.12012,61c3ab8b88a2c0481b614f06,2021/12/22 22:49:17:233,waschen
0.04126,1.00293,-0.12329,61c3ab8c88a2c0481b614f07,2021/12/22 22:49:17:720,waschen
0.03613,1.00000,-0.11938,61c3ab8c88a2c0481b614f08,2021/12/22 22:49:18:205,waschen
0.04102,1.00073,-0.12256,61c3ab8d88a2c0481b614f09,2021/12/22 22:49:18:690,waschen
0.04077,1.00122,-0.11792,61c3ab8e88a2c0481b614f0a,2021/12/22 22:49:19:176,waschen
0.03931,1.00317,-0.12280,61c3ab8e88a2c0481b614f0b,2021/12/22 22:49:19:661,waschen
0.04199,0.99487,-0.11548,61c3ab8e88a2c0481b614f0c,2021/12/22 22:49:20:148,waschen
0.04175,0.99341,-0.11963,61c3ab8f88a2c0481b614f0d,2021/12/22 22:49:20:632,waschen
0.04614,1.00220,-0.11938,61c3ab8f88a2c0481b614f0e,2021/12/22 22:49:21:118,waschen
0.04248,0.99902,-0.11572,61c3ab9088a2c0481b614f0f,2021/12/22 22:49:21:605,waschen
0.03882,0.99854,-0.11670,61c3ab9188a2c0481b614f10,2021/12/22 22:49:22:90,waschen
0.03955,0.99609,-0.11963,61c3ab9188a2c0481b614f11,2021/12/22 22:49:22:575,waschen
0.04346,0.99707,-0.11816,61c3ab9288a2c0481b614f12,2021/12/22 22:49:23:60,waschen
0.04272,1.00024,-0.11768,61c3ab9288a2c0481b614f13,2021/12/22 22:49:23:547,waschen
0.04272,0.99951,-0.12476,61c3ab9288a2c0481b614f14,2021/12/22 22:49:24:31,waschen
0.04639,0.99609,-0.11768,61c3ab9388a2c0481b614f15,2021/12/22 22:49:24:517,waschen
0.04272,1.00000,-0.12622,61c3ab9488a2c0481b614f16,2021/12/22 22:49:25:2,waschen
0.03784,1.00757,-0.11841,61c3ab9488a2c0481b614f17,2021/12/22 22:49:25:487,waschen
0.05786,0.99805,-0.12085,61c3ab9588a2c0481b614f18,2021/12/22 22:49:25:973,waschen
0.04321,1.00610,-0.13013,61c3ab9588a2c0481b614f19,2021/12/22 22:49:26:458,waschen
0.04517,0.99805,-0.11646,61c3ab9588a2c0481b614f1a,2021/12/22 22:49:26:943,waschen
0.03760,0.99731,-0.12939,61c3ab9688a2c0481b614f1b,2021/12/22 22:49:27:430,waschen
0.04077,1.00269,-0.11377,61c3ab9688a2c0481b614f1c,2021/12/22 22:49:27:915,waschen
0.04346,0.99243,-0.12402,61c3ab9788a2c0481b614f1d,2021/12/22 22:49:28:400,waschen
0.04443,0.99414,-0.12183,61c3ab9788a2c0481b614f1e,2021/12/22 22:49:28:886,waschen
0.03882,0.99512,-0.12402,61c3ab9888a2c0481b614f1f,2021/12/22 22:49:29:371,waschen
0.04956,1.00366,-0.12842,61c3ab9888a2c0481b614f20,2021/12/22 22:49:29:857,waschen
0.04810,0.99805,-0.11865,61c3ab9988a2c0481b614f21,2021/12/22 22:49:30:342,waschen
0.04224,1.00122,-0.12256,61c3ab9988a2c0481b614f22,2021/12/22 22:49:30:828,waschen
0.04126,0.99536,-0.11694,61c3ab9a88a2c0481b614f23,2021/12/22 22:49:31:313,waschen
0.03760,0.99219,-0.12646,61c3ab9b88a2c0481b614f24,2021/12/22 22:49:31:798,waschen
0.04590,0.99658,-0.14063,61c3ab9b88a2c0481b614f25,2021/12/22 22:49:32:285,waschen
0.05151,0.99731,-0.11108,61c3ab9c88a2c0481b614f26,2021/12/22 22:49:32:770,waschen
0.04565,1.00171,-0.13354,61c3ab9c88a2c0481b614f27,2021/12/22 22:49:33:255,waschen
0.04565,0.99390,-0.12061,61c3ab9c88a2c0481b614f28,2021/12/22 22:49:33:740,waschen
0.04419,0.99463,-0.12280,61c3ab9d88a2c0481b614f29,2021/12/22 22:49:34:226,waschen
0.04419,1.00342,-0.10596,61c3ab9d88a2c0481b614f2a,2021/12/22 22:49:34:711,waschen
0.04614,0.99536,-0.11450,61c3ab9e88a2c0481b614f2b,2021/12/22 22:49:35:197,waschen
0.04639,0.99414,-0.12549,61c3ab9f88a2c0481b614f2c,2021/12/22 22:49:35:683,waschen
0.05103,0.99780,-0.11865,61c3ab9f88a2c0481b614f2d,2021/12/22 22:49:36:168,waschen
0.04736,0.99365,-0.11768,61c3ab9f88a2c0481b614f2e,2021/12/22 22:49:36:655,waschen
0.04517,0.99951,-0.12256,61c3aba088a2c0481b614f2f,2021/12/22 22:49:37:140,waschen
0.04419,1.00122,-0.10889,61c3aba088a2c0481b614f30,2021/12/22 22:49:37:625,waschen
0.05688,1.00098,-0.11401,61c3aba188a2c0481b614f31,2021/12/22 22:49:38:110,waschen
0.04175,1.00024,-0.12158,61c3aba288a2c0481b614f32,2021/12/22 22:49:38:597,waschen
0.03271,1.00195,-0.11182,61c3aba288a2c0481b614f33,2021/12/22 22:49:39:81,waschen
