AX,AY,AZ,_id,datetime,label
0.04370,0.99658,-0.11792,61c45eda8a4ec5d31e2a8afb,2021/12/23 11:34:50:375,waschen
0.03857,0.99707,-0.11548,61c45edb8a4ec5d31e2a8afc,2021/12/23 11:34:50:875,waschen
0.04980,0.99780,-0.12622,61c45edc8a4ec5d31e2a8afd,2021/12/23 11:34:51:375,waschen
0.03784,0.99951,-0.12158,61c45edc8a4ec5d31e2a8afe,2021/12/23 11:34:51:873,waschen
0.03955,0.99194,-0.11841,61c45edd8a4ec5d31e2a8aff,2021/12/23 11:34:52:372,waschen
0.03564,0.99805,-0.13867,61c45edd8a4ec5d31e2a8b00,2021/12/23 11:34:52:871,waschen
0.04321,0.99463,-0.12402,61c45edd8a4ec5d31e2a8b01,2021/12/23 11:34:53:370,waschen
0.04224,0.98877,-0.13062,61c45ede8a4ec5d31e2a8b02,2021/12/23 11:34:53:870,waschen
0.03638,0.99731,-0.11377,61c45edf8a4ec5d31e2a8b03,2021/12/23 11:34:54:368,waschen
0.03589,0.99878,-0.12671,61c45edf8a4ec5d31e2a8b04,2021/12/23 11:34:54:867,waschen
0.03467,1.00220,-0.12427,61c45ee08a4ec5d31e2a8b05,2021/12/23 11:34:55:367,waschen
0.03564,0.99951,-0.13062,61c45ee08a4ec5d31e2a8b06,2021/12/23 11:34:55:866,waschen
0.04395,0.99878,-0.13696,61c45ee18a4ec5d31e2a8b07,2021/12/23 11:34:56:365,waschen
0.04028,0.99780,-0.10938,61c45ee18a4ec5d31e2a8b08,2021/12/23 11:34:56:865,waschen
0.04346,0.99756,-0.11768,61c45ee28a4ec5d31e2a8b09,2021/12/23 11:34:57:363,waschen
0.05737,0.99243,-0.13110,61c45ee28a4ec5d31e2a8b0a,2021/12/23 11:34:57:863,waschen
0.04077,0.99536,-0.12451,61c45ee38a4ec5d31e2a8b0b,2021/12/23 11:34:58:362,waschen
0.04126,1.00317,-0.12183,61c45ee38a4ec5d31e2a8b0c,2021/12/23 11:34:58:861,waschen
0.02759,0.99365,-0.13306,61c45ee38a4ec5d31e2a8b0d,2021/12/23 11:34:59:360,waschen
0.03857,0.99805,-0.12256,61c45ee48a4ec5d31e2a8b0e,2021/12/23 11:34:59:860,waschen
0.04395,1.00488,-0.12402,61c45f04f14342d6d068e2ed,2021/12/23 11:35:32:246,waschen
0.03809,1.00171,-0.12012,61c45f05f14342d6d068e2ee,2021/12/23 11:35:32:745,waschen
0.04102,0.99902,-0.12134,61c45f05f14342d6d068e2ef,2021/12/23 11:35:33:243,waschen
0.03198,0.99707,-0.12915,61c45f06f14342d6d068e2f0,2021/12/23 11:35:33:742,waschen
0.02759,0.98950,-0.12451,61c45f06f14342d6d068e2f1,2021/12/23 11:35:34:241,waschen
0.04028,0.99927,-0.11865,61c45f07f14342d6d068e2f2,2021/12/23 11:35:34:740,waschen
0.03369,1.00049,-0.11743,61c45f07f14342d6d068e2f3,2021/12/23 11:35:35:240,waschen
0.02905,1.00171,-0.12842,61c45f08f14342d6d068e2f4,2021/12/23 11:35:35:737,waschen
0.04126,0.99170,-0.09399,61c45f08f14342d6d068e2f5,2021/12/23 11:35:36:235,waschen
0.03345,0.99194,-0.10205,61c45f09f14342d6d068e2f6,2021/12/23 11:35:36:735,waschen
0.04126,0.99902,-0.14233,61c45f09f14342d6d068e2f7,2021/12/23 11:35:37:232,waschen
0.04004,1.00195,-0.11963,61c45f0af14342d6d068e2f8,2021/12/23 11:35:37:730,waschen
0.04517,0.99927,-0.10840,61c45f0af14342d6d068e2f9,2021/12/23 11:35:38:230,waschen
0.04932,0.99780,-0.12036,61c45f0bf14342d6d068e2fa,2021/12/23 11:35:38:728,waschen
0.04370,1.00244,-0.13330,61c45f0bf14342d6d068e2fb,2021/12/23 11:35:39:227,waschen
0.03931,1.00244,-0.12207,61c45f0bf14342d6d068e2fc,2021/12/23 11:35:39:726,waschen
0.04272,0.99194,-0.12012,61c45f0cf14342d6d068e2fd,2021/12/23 11:35:40:225,waschen
0.04346,0.99951,-0.10718,61c45f0df14342d6d068e2fe,2021/12/23 11:35:40:723,waschen
0.04736,0.99756,-0.13013,61c45f0df14342d6d068e2ff,2021/12/23 11:35:41:220,waschen
0.03979,0.99219,-0.12061,61c45f0ef14342d6d068e300,2021/12/23 11:35:41:718,waschen
0.04395,1.00146,-0.12842,61c45f0ef14342d6d068e301,2021/12/23 11:35:42:216,waschen
0.04321,0.99683,-0.12549,61c45f0ef14342d6d068e302,2021/12/23 11:35:42:715,waschen
0.04614,0.99707,-0.11499,61c45f0ff14342d6d068e303,2021/12/23 11:35:43:213,waschen
0.04077,0.99365,-0.12378,61c45f10f14342d6d068e304,2021/12/23 11:35:43:711,waschen
0.04053,0.99438,-0.11816,61c45f10f14342d6d068e305,2021/12/23 11:35:44:210,waschen
0.03931,0.99683,-0.11450,61c45f11f14342d6d068e306,2021/12/23 11:35:44:708,waschen
0.04297,0.99902,-0.15381,61c45f11f14342d6d068e307,2021/12/23 11:35:45:207,waschen
0.03223,0.99878,-0.11768,61c45f11f14342d6d068e308,2021/12/23 11:35:45:706,waschen
0.04858,0.99536,-0.12646,61c45f12f14342d6d068e309,2021/12/23 11:35:46:205,waschen
0.03613,0.99854,-0.13037,61c45f13f14342d6d068e30a,2021/12/23 11:35:46:703,waschen
0.03979,0.99683,-0.11328,61c45f13f14342d6d068e30b,2021/12/23 11:35:47:202,waschen
0.03125,1.00171,-0.11206,61c45f13f14342d6d068e30c,2021/12/23 11:35:47:700,waschen
0.04150,0.98779,-0.12988,61c45f14f14342d6d068e30d,2021/12/23 11:35:48:198,waschen
0.04395,0.99512,-0.11938,61c45f15f14342d6d068e30e,2021/12/23 11:35:48:696,waschen
0.03931,0.99585,-0.12793,61c45f15f14342d6d068e30f,2021/12/23 11:35:49:195,waschen
0.04077,0.99536,-0.12231,61c45f2ba640d4ecc2a2c6de,2021/12/23 11:36:10:408,leerlauf
0.04199,1.00171,-0.12305,61c45f2ca640d4ecc2a2c6df,2021/12/23 11:36:10:908,leerlauf
0.03589,1.00073,-0.12207,61c45f2ca640d4ecc2a2c6e0,2021/12/23 11:36:11:410,leerlauf
0.04272,0.99878,-0.11914,61c45f2ca640d4ecc2a2c6e1,2021/12/23 11:36:11:910,leerlauf
0.03931,1.00098,-0.11816,61c45f2da640d4ecc2a2c6e2,2021/12/23 11:36:12:410,leerlauf
0.04346,1.00122,-0.12085,61c45f2ea640d4ecc2a2c6e3,2021/12/23 11:36:12:910,leerlauf
0.04419,0.99194,-0.12573,61c45f2ea640d4ecc2a2c6e4,2021/12/23 11:36:13:410,leerlauf
0.03687,1.00000,-0.11548,61c45f2fa640d4ecc2a2c6e5,2021/12/23 11:36:13:910,leerlauf
0.04102,0.99780,-0.12305,61c45f2fa640d4ecc2a2c6e6,2021/12/23 11:36:14:410,leerlauf
0.04175,1.00146,-0.12354,61c45f30a640d4ecc2a2c6e7,2021/12/23 11:36:14:910,leerlauf
0.03613,1.00464,-0.11816,61c45f30a640d4ecc2a2c6e8,2021/12/23 11:36:15:410,leerlauf
0.04028,0.99683,-0.11694,61c45f470377e651a6326ce6,2021/12/23 11:36:38:575,leerlauf
0.04565,0.99927,-0.10938,61c45f470377e651a6326ce7,2021/12/23 11:36:39:75,leerlauf
0.04492,0.99731,-0.12939,61c45f480377e651a6326ce8,2021/12/23 11:36:39:575,leerlauf
0.03784,1.00000,-0.11963,61c45f480377e651a6326ce9,2021/12/23 11:36:40:75,leerlauf
0.04272,0.99780,-0.11792,61c45f490377e651a6326cea,2021/12/23 11:36:40:575,leerlauf
0.04199,0.99731,-0.12085,61c45f4a0377e651a6326ceb,2021/12/23 11:36:41:74,leerlauf
0.03711,1.00513,-0.11938,61c45f4a0377e651a6326cec,2021/12/23 11:36:41:573,leerlauf
0.03833,0.99707,-0.12720,61c45f4a0377e651a6326ced,2021/12/23 11:36:42:74,leerlauf
0.04346,0.99414,-0.11646,61c45f4b0377e651a6326cee,2021/12/23 11:36:42:573,leerlauf
0.04150,0.99902,-0.11621,61c45f4c0377e651a6326cef,2021/12/23 11:36:43:74,leerlauf
0.04126,0.99731,-0.11816,61c45f4c0377e651a6326cf0,2021/12/23 11:36:43:573,leerlauf
0.04028,0.99707,-0.12085,61c45f4c0377e651a6326cf1,2021/12/23 11:36:44:74,leerlauf
0.04468,0.99634,-0.12061,61c45f4d0377e651a6326cf2,2021/12/23 11:36:44:573,leerlauf
0.04175,0.99976,-0.11401,61c45f4d0377e651a6326cf3,2021/12/23 11:36:45:75,leerlauf
0.03345,0.99292,-0.12207,61c45f4e0377e651a6326cf4,2021/12/23 11:36:45:575,leerlauf
0.04248,0.99634,-0.12256,61c45f4f0377e651a6326cf5,2021/12/23 11:36:46:75,leerlauf
0.04175,0.99731,-0.12231,61c45f4f0377e651a6326cf6,2021/12/23 11:36:46:575,leerlauf
0.03955,1.00146,-0.12305,61c45f5f64c1083a420663f8,2021/12/23 11:37:1:960,leerlauf
0.03906,0.99976,-0.11914,61c45f5f64c1083a420663f9,2021/12/23 11:37:2:460,leerlauf
0.03467,0.99634,-0.11963,61c45f6064c1083a420663fa,2021/12/23 11:37:2:960,leerlauf
0.04272,0.99438,-0.12085,61c45f6064c1083a420663fb,2021/12/23 11:37:3:460,leerlauf
0.04053,1.00415,-0.12622,61c45f6064c1083a420663fc,2021/12/23 11:37:3:960,leerlauf
0.04419,0.99927,-0.10962,61c45f76d8e6b95692f1b846,2021/12/23 11:37:25:836,leerlauf
0.04614,0.99805,-0.11841,61c45f77d8e6b95692f1b847,2021/12/23 11:37:26:336,leerlauf
0.04663,1.00171,-0.12305,61c45f78d8e6b95692f1b848,2021/12/23 11:37:26:835,leerlauf
0.04150,0.99805,-0.11670,61c45f78d8e6b95692f1b849,2021/12/23 11:37:27:335,leerlauf
0.04175,0.99927,-0.12622,61c45f79d8e6b95692f1b84a,2021/12/23 11:37:27:835,leerlauf
0.04077,0.99658,-0.12329,61c45f79d8e6b95692f1b84b,2021/12/23 11:37:28:335,leerlauf
0.04272,0.99756,-0.13037,61c45f79d8e6b95692f1b84c,2021/12/23 11:37:28:833,leerlauf
0.03931,0.99194,-0.11890,61c45f7ad8e6b95692f1b84d,2021/12/23 11:37:29:333,leerlauf
0.04346,0.99658,-0.12354,61c45f7ad8e6b95692f1b84e,2021/12/23 11:37:29:833,leerlauf
0.04614,0.99292,-0.11426,61c45f7bd8e6b95692f1b84f,2021/12/23 11:37:30:332,leerlauf
0.04517,1.00073,-0.12280,61c45f7cd8e6b95692f1b850,2021/12/23 11:37:30:832,leerlauf
0.04150,0.99707,-0.12573,61c45f7cd8e6b95692f1b851,2021/12/23 11:37:31:332,leerlauf
0.04126,0.99927,-0.10938,61c45f7dd8e6b95692f1b852,2021/12/23 11:37:31:831,leerlauf
0.03882,1.00024,-0.10547,61c45f7dd8e6b95692f1b853,2021/12/23 11:37:32:330,leerlauf
0.04688,1.00146,-0.11987,61c45f7dd8e6b95692f1b854,2021/12/23 11:37:32:830,leerlauf
0.04028,1.00439,-0.11914,61c45f7ed8e6b95692f1b855,2021/12/23 11:37:33:330,leerlauf
0.03955,1.00171,-0.10986,61c45f7fd8e6b95692f1b856,2021/12/23 11:37:33:830,leerlauf
0.04663,1.00195,-0.11865,61c4607143324855aa8cfa16,2021/12/23 11:41:36:325,waschen
0.04785,1.00000,-0.12231,61c4607143324855aa8cfa17,2021/12/23 11:41:36:825,waschen
0.03979,1.00073,-0.11890,61c4607243324855aa8cfa18,2021/12/23 11:41:37:325,waschen
0.03931,1.00146,-0.11816,61c4607343324855aa8cfa19,2021/12/23 11:41:37:825,waschen
0.05420,1.00024,-0.12573,61c4607343324855aa8cfa1a,2021/12/23 11:41:38:325,waschen
0.04321,1.00269,-0.11108,61c4607343324855aa8cfa1b,2021/12/23 11:41:38:825,waschen
0.03247,0.99487,-0.11963,61c4607443324855aa8cfa1c,2021/12/23 11:41:39:325,waschen
0.04565,0.99463,-0.12769,61c4607443324855aa8cfa1d,2021/12/23 11:41:39:825,waschen
0.03931,1.00000,-0.11572,61c4607543324855aa8cfa1e,2021/12/23 11:41:40:323,waschen
0.03223,1.00098,-0.12305,61c460973f7da1c9087213d7,2021/12/23 11:42:14:306,waschen
0.04321,0.99756,-0.12939,61c460973f7da1c9087213d8,2021/12/23 11:42:14:806,waschen
0.04175,0.99878,-0.13013,61c460983f7da1c9087213d9,2021/12/23 11:42:15:306,waschen
0.04321,0.99854,-0.11157,61c460983f7da1c9087213da,2021/12/23 11:42:15:806,waschen
0.04199,1.00073,-0.10742,61c460993f7da1c9087213db,2021/12/23 11:42:16:306,waschen
0.03857,0.99854,-0.11353,61c4609a3f7da1c9087213dc,2021/12/23 11:42:16:806,waschen
0.04004,0.99634,-0.12109,61c4609a3f7da1c9087213dd,2021/12/23 11:42:17:306,waschen
0.04102,1.00439,-0.12646,61c4609a3f7da1c9087213de,2021/12/23 11:42:17:806,waschen
0.04077,1.00830,-0.11279,61c4609b3f7da1c9087213df,2021/12/23 11:42:18:306,waschen
0.04761,0.99390,-0.11523,61c4609c3f7da1c9087213e0,2021/12/23 11:42:18:805,waschen
0.04956,0.99927,-0.11963,61c4609c3f7da1c9087213e1,2021/12/23 11:42:19:306,waschen
0.03857,0.99780,-0.12744,61c4609c3f7da1c9087213e2,2021/12/23 11:42:19:805,waschen
0.04150,0.99536,-0.10742,61c4609d3f7da1c9087213e3,2021/12/23 11:42:20:306,waschen
0.04712,1.00146,-0.12061,61c4609d3f7da1c9087213e4,2021/12/23 11:42:20:805,waschen
0.04199,0.99585,-0.12646,61c4609e3f7da1c9087213e5,2021/12/23 11:42:21:305,waschen
0.05078,1.00244,-0.13208,61c4609f3f7da1c9087213e6,2021/12/23 11:42:21:805,waschen
0.03711,0.99756,-0.12451,61c4609f3f7da1c9087213e7,2021/12/23 11:42:22:305,waschen
0.04395,0.99365,-0.11987,61c460af388969b22b5f7b44,2021/12/23 11:42:39:20,waschen
0.03931,1.00659,-0.12305,61c460b0388969b22b5f7b45,2021/12/23 11:42:39:520,waschen
0.04321,0.99854,-0.11255,61c460b0388969b22b5f7b46,2021/12/23 11:42:40:20,waschen
0.04077,0.99707,-0.11499,61c460b0388969b22b5f7b47,2021/12/23 11:42:40:520,waschen
0.04614,1.00366,-0.12256,61c460b1388969b22b5f7b48,2021/12/23 11:42:41:20,waschen
0.04297,1.00024,-0.11450,61c460b1388969b22b5f7b49,2021/12/23 11:42:41:522,waschen
0.04150,0.99878,-0.12769,61c460b2388969b22b5f7b4a,2021/12/23 11:42:42:20,waschen
0.04126,0.99561,-0.10474,61c460c52880d1a5c1a2f977,2021/12/23 11:43:0:567,waschen
0.03564,0.99634,-0.11401,61c460c62880d1a5c1a2f978,2021/12/23 11:43:1:66,waschen
0.03662,1.00195,-0.11060,61c460c62880d1a5c1a2f979,2021/12/23 11:43:1:567,waschen
0.04126,0.99951,-0.11621,61c460c62880d1a5c1a2f97a,2021/12/23 11:43:2:66,waschen
0.03638,1.00977,-0.11865,61c460c72880d1a5c1a2f97b,2021/12/23 11:43:2:567,waschen
0.03271,0.99805,-0.11768,61c460c72880d1a5c1a2f97c,2021/12/23 11:43:3:66,waschen
0.04346,0.99976,-0.10596,61c460c82880d1a5c1a2f97d,2021/12/23 11:43:3:567,waschen
0.03979,0.99731,-0.13330,61c460c92880d1a5c1a2f97e,2021/12/23 11:43:4:66,waschen
0.04053,1.00513,-0.13330,61c460c92880d1a5c1a2f97f,2021/12/23 11:43:4:567,waschen
0.03711,1.00269,-0.12280,61c460c92880d1a5c1a2f980,2021/12/23 11:43:5:66,waschen
0.03491,1.00000,-0.12256,61c460dd1b833c9885d0d852,2021/12/23 11:43:25:48,waschen
0.04297,1.00073,-0.12012,61c460dd1b833c9885d0d853,2021/12/23 11:43:25:547,waschen
0.04077,0.99854,-0.12695,61c460de1b833c9885d0d854,2021/12/23 11:43:26:47,waschen
0.04248,0.99756,-0.12427,61c460de1b833c9885d0d855,2021/12/23 11:43:26:547,waschen
0.04590,0.99731,-0.12329,61c460df1b833c9885d0d856,2021/12/23 11:43:27:46,waschen
0.04443,1.00098,-0.11255,61c460e01b833c9885d0d857,2021/12/23 11:43:27:545,waschen
0.03931,0.99390,-0.12402,61c460e01b833c9885d0d858,2021/12/23 11:43:28:45,waschen
0.04272,1.00098,-0.13550,61c460e01b833c9885d0d859,2021/12/23 11:43:28:543,waschen
0.04321,0.99951,-0.12085,61c460e11b833c9885d0d85a,2021/12/23 11:43:29:41,waschen
0.04102,1.00244,-0.12744,61c460e11b833c9885d0d85b,2021/12/23 11:43:29:540,waschen
0.04761,0.99487,-0.10474,61c460e21b833c9885d0d85c,2021/12/23 11:43:30:40,waschen
0.04419,1.00244,-0.11743,61c460e31b833c9885d0d85d,2021/12/23 11:43:30:540,waschen
0.03735,1.00049,-0.12549,61c460e31b833c9885d0d85e,2021/12/23 11:43:31:38,waschen
0.04688,1.00098,-0.12109,61c460e41b833c9885d0d85f,2021/12/23 11:43:31:537,waschen
0.04468,1.00317,-0.13086,61c460e41b833c9885d0d860,2021/12/23 11:43:32:37,waschen
0.04736,0.99805,-0.11890,61c460e51b833c9885d0d861,2021/12/23 11:43:32:537,waschen
0.04102,0.99731,-0.12012,61c460e51b833c9885d0d862,2021/12/23 11:43:33:35,waschen
0.04443,0.99365,-0.05078,61c460e51b833c9885d0d863,2021/12/23 11:43:33:535,waschen
0.03711,1.00171,-0.11694,61c460e61b833c9885d0d864,2021/12/23 11:43:34:35,waschen
0.04541,0.99731,-0.10938,61c460e71b833c9885d0d865,2021/12/23 11:43:34:535,waschen
0.04614,0.99634,-0.12036,61c460e71b833c9885d0d866,2021/12/23 11:43:35:35,waschen
0.04834,0.99927,-0.12622,61c460e81b833c9885d0d867,2021/12/23 11:43:35:533,waschen
0.03906,1.00000,-0.12451,61c460e81b833c9885d0d868,2021/12/23 11:43:36:33,waschen
0.03711,0.99341,-0.12134,61c460e91b833c9885d0d869,2021/12/23 11:43:36:532,waschen
0.03760,0.99609,-0.11890,61c460fa668f59509915a19b,2021/12/23 11:43:52:875,leerlauf
0.04126,0.99463,-0.11865,61c460fa668f59509915a19c,2021/12/23 11:43:53:373,leerlauf
0.03613,0.99976,-0.12183,61c460fb668f59509915a19d,2021/12/23 11:43:53:872,leerlauf
0.04248,1.00854,-0.12012,61c460fb668f59509915a19e,2021/12/23 11:43:54:372,leerlauf
0.03760,0.99316,-0.12402,61c46122371d8a29525db1da,2021/12/23 11:44:33:655,waschen
0.04468,0.99268,-0.11914,61c46122371d8a29525db1db,2021/12/23 11:44:34:155,waschen
0.04321,0.99731,-0.11597,61c46123371d8a29525db1dc,2021/12/23 11:44:34:655,waschen
0.04590,0.99976,-0.11401,61c46123371d8a29525db1dd,2021/12/23 11:44:35:155,waschen
0.04517,0.99951,-0.12134,61c46124371d8a29525db1de,2021/12/23 11:44:35:655,waschen
0.04248,1.00244,-0.12109,61c46124371d8a29525db1df,2021/12/23 11:44:36:155,waschen
0.04150,0.99536,-0.13330,61c46125371d8a29525db1e0,2021/12/23 11:44:36:655,waschen
0.04492,0.98828,-0.10840,61c46125371d8a29525db1e1,2021/12/23 11:44:37:155,waschen
0.03394,0.99683,-0.12549,61c46125371d8a29525db1e2,2021/12/23 11:44:37:655,waschen
0.04443,0.99707,-0.11694,61c46126371d8a29525db1e3,2021/12/23 11:44:38:153,waschen
0.04150,0.99609,-0.12769,61c46127371d8a29525db1e4,2021/12/23 11:44:38:653,waschen
0.04565,0.99316,-0.12988,61c46127371d8a29525db1e5,2021/12/23 11:44:39:153,waschen
0.04419,0.99463,-0.13257,61c46128371d8a29525db1e6,2021/12/23 11:44:39:652,waschen
0.04224,1.00317,-0.13770,61c46128371d8a29525db1e7,2021/12/23 11:44:40:153,waschen
0.03491,1.00366,-0.12573,61c46129371d8a29525db1e8,2021/12/23 11:44:40:651,waschen
0.04517,1.00391,-0.15381,61c46129371d8a29525db1e9,2021/12/23 11:44:41:151,waschen
0.04297,1.00488,-0.10693,61c4612a371d8a29525db1ea,2021/12/23 11:44:41:650,waschen
0.04370,1.00757,-0.12598,61c4612a371d8a29525db1eb,2021/12/23 11:44:42:150,waschen
0.04688,0.99780,-0.11157,61c4612b371d8a29525db1ec,2021/12/23 11:44:42:650,waschen
0.03662,1.00098,-0.12329,61c4612b371d8a29525db1ed,2021/12/23 11:44:43:150,waschen
0.05298,0.99951,-0.12402,61c4612c371d8a29525db1ee,2021/12/23 11:44:43:650,waschen
0.04126,1.00220,-0.14355,61c4612c371d8a29525db1ef,2021/12/23 11:44:44:150,waschen
0.04004,0.99585,-0.11914,61c4612d371d8a29525db1f0,2021/12/23 11:44:44:648,waschen
0.03076,0.99438,-0.12866,61c4612d371d8a29525db1f1,2021/12/23 11:44:45:148,waschen
0.04028,1.00171,-0.12598,61c4612e371d8a29525db1f2,2021/12/23 11:44:45:648,waschen
0.03296,0.98608,-0.12793,61c462824b1fcee6ebac0ebe,2021/12/23 11:50:25:287,pumpen
0.04126,0.98047,-0.10205,61c462834b1fcee6ebac0ebf,2021/12/23 11:50:25:785,pumpen
0.06079,0.98071,-0.12183,61c462844b1fcee6ebac0ec0,2021/12/23 11:50:26:283,pumpen
0.02515,0.98682,-0.11206,61c462844b1fcee6ebac0ec1,2021/12/23 11:50:26:781,pumpen
0.07104,0.98315,-0.06274,61c462844b1fcee6ebac0ec2,2021/12/23 11:50:27:280,pumpen
